CREW_INDICATOR,CREW_ID,BID_PERIOD,BASE,TRANSACTION_CODE,PAIRING_NO,PAIRING_DATE,TO_DATE,PAIRING_POSITION,PRIOR_TXN_CODE,LINE_TYPE,CREW_TYPE,NEW_DATA,MESSAGE_ID,FROM_TIME,TO_TIME,CREDIT,FILL,UPDATED_BY,UPDATE_DATE,UPDATE_TIME,update_dt
FA,20843,2024-10,LAX,ACM,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:00:00,00:00:00,00:00:00,NA,20843,2024-10-31,22:12:14,2024-10-31 22:12:14
FA,20843,2024-10,LAX,ACM,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:00:00,00:00:00,00:00:00,NA,20843,2024-10-31,22:12:16,2024-10-31 22:12:16
FA,20846,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,20846,2024-10,HNL,VCB,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,23:50:00,04:10:00,NA,6319,2024-09-30,09:47:41,2024-09-30 09:47:41
FA,20846,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,00:00:00,00:00:00,NA,6319,2024-09-30,09:47:41,2024-09-30 09:47:41
FA,21192,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,21192,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,24217,2024-09-28,04:25:35,2024-09-28 04:25:35
FA,21192,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,6319,2024-10-29,07:34:50,2024-10-29 07:34:50
FA,21192,2024-10,HNL,N85,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,00:00:00,00:00:00,NA,6319,2024-10-29,07:34:50,2024-10-29 07:34:50
FA,21440,2024-10,LAX,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:21,2024-09-19 10:02:21
FA,21440,2024-10,LAX,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,03:00:00,15:00:00,00:00:00,NA,24217,2024-09-28,22:18:13,2024-09-28 22:18:13
FA,21441,2024-10,LAX,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:21,2024-09-19 10:02:21
FA,21441,2024-10,LAX,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,03:00:00,15:00:00,00:00:00,NA,19260,2024-10-25,18:23:25,2024-10-25 18:23:25
FA,21441,2024-10,LAX,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,00:00:00,00:00:00,NA,19260,2024-10-25,18:23:25,2024-10-25 18:23:25
FA,21441,2024-10,LAX,ACM,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:00:00,00:00:00,00:00:00,NA,21441,2024-10-31,09:57:50,2024-10-31 09:57:50
FA,21441,2024-10,LAX,ACM,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:00:00,00:00:00,00:00:00,NA,21441,2024-10-31,16:36:44,2024-10-31 16:36:44
FA,21597,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,21597,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,24217,2024-09-28,01:45:10,2024-09-28 01:45:10
FA,21597,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,6319,2024-10-14,09:24:18,2024-10-14 09:24:18
FA,21597,2024-10,HNL,VCB,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,23:50:00,04:10:00,NA,6319,2024-10-14,09:24:18,2024-10-14 09:24:18
FA,21603,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,21603,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,7453,2024-10-25,20:52:42,2024-10-25 20:52:42
FA,21603,2024-10,HNL,TBS,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:00:00,00:00:00,00:00:00,NA,7453,2024-10-30,15:52:50,2024-10-30 15:52:50
FA,21603,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,12:34:00,00:00:00,NA,7453,2024-10-30,15:53:37,2024-10-30 15:53:37
FA,21603,2024-10,HNL,ASN,H7114,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,12:35:00,21:09:00,05:08:00,NA,7453,2024-10-30,15:53:37,2024-10-30 15:53:37
FA,21603,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,12:34:00,00:00:00,NA,7453,2024-10-30,15:53:54,2024-10-30 15:53:54
FA,21603,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,12:34:00,00:00:00,NA,7453,2024-10-30,15:54:23,2024-10-30 15:54:23
FA,21603,2024-10,HNL,ADV,H7114,2024-10-31,NA,FA,NA,R,C,NA,538976288,00:00:00,00:00:00,00:00:00,NA,23986,2024-10-30,18:21:09,2024-10-30 18:21:09
FA,21613,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,21613,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,22766,2024-09-28,02:27:14,2024-09-28 02:27:14
FA,21613,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,6319,2024-10-25,05:11:10,2024-10-25 05:11:10
FA,21619,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,21619,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,24217,2024-09-28,00:18:46,2024-09-28 00:18:46
FA,21619,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,6319,2024-10-29,12:52:57,2024-10-29 12:52:57
FA,21619,2024-10,HNL,N85,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,00:00:00,00:00:00,NA,6319,2024-10-29,12:52:57,2024-10-29 12:52:57
FA,21620,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,21620,2024-10,HNL,TTA,H7112,2024-10-31,2024-11-01,FA,NA,B,P,NA,538976288,12:21:00,17:52:00,11:04:00,NA,8407,2024-09-28,13:49:26,2024-09-28 13:49:26
FA,21620,2024-10,HNL,TSA,H3264,2024-10-31,2024-11-02,FA,NA,B,C,NA,538976288,20:10:00,10:10:00,12:30:00,NA,77777,2024-09-30,20:29:27,2024-09-30 20:29:27
FA,21620,2024-10,HNL,TSD,H7112,2024-10-31,2024-11-01,FA,NA,B,C,NA,538976288,12:21:00,17:52:00,11:04:00,NA,77777,2024-09-30,20:29:27,2024-09-30 20:29:27
FA,21620,2024-10,HNL,TTD,H3264,2024-10-31,2024-11-02,FA,NA,B,C,NA,538976288,20:10:00,10:10:00,12:30:00,NA,77777,2024-10-01,11:06:28,2024-10-01 11:06:28
FA,21620,2024-10,HNL,ACM,NA,2024-10-31,2024-10-31,FA,NA,B,C,NA,0,00:00:00,00:00:00,00:00:00,NA,21620,2024-10-31,19:37:26,2024-10-31 19:37:26
FA,21621,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,21621,2024-10,HNL,RSK,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,23:59:00,00:00:00,00:00:00,NA,6319,2024-10-11,07:16:34,2024-10-11 07:16:34
FA,21621,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,00:00:00,00:00:00,NA,6319,2024-10-11,07:16:34,2024-10-11 07:16:34
FA,21732,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,24217,2024-09-28,00:16:07,2024-09-28 00:16:07
FA,21732,2024-10,HNL,RRD,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,02:00:00,14:00:00,00:00:00,NA,88888,2024-10-30,14:14:00,2024-10-30 14:14:00
FA,21732,2024-10,HNL,ASN,H3284,2024-10-31,2024-11-01,FA,NA,R,C,NA,0,10:30:00,10:45:00,00:00:00,NA,88888,2024-10-30,14:14:00,2024-10-30 14:14:00
FA,21735,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,21735,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,7453,2024-10-06,18:23:47,2024-10-06 18:23:47
FA,21735,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,22510,2024-10-25,11:58:58,2024-10-25 11:58:58
FA,21735,2024-10,HNL,ADO,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,00:00:00,00:00:00,NA,22510,2024-10-25,11:58:58,2024-10-25 11:58:58
FA,21742,2024-10,LAX,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:21,2024-09-19 10:02:21
FA,21742,2024-10,LAX,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,03:00:00,15:00:00,00:00:00,NA,22766,2024-09-28,00:54:24,2024-09-28 00:54:24
FA,21749,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,21749,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,00:00:00,00:00:00,NA,6319,2024-10-24,11:15:29,2024-10-24 11:15:29
FA,21749,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,00:00:00,00:00:00,NA,18303,2024-10-28,00:12:32,2024-10-28 00:12:32
FA,21749,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,00:00:00,00:00:00,NA,18303,2024-10-28,00:12:56,2024-10-28 00:12:56
FA,21749,2024-10,HNL,FLS,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,23:59:00,04:15:00,NA,18303,2024-10-28,00:12:56,2024-10-28 00:12:56
FA,21750,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,21750,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,24217,2024-09-28,00:17:02,2024-09-28 00:17:02
FA,21750,2024-10,HNL,RRD,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,02:00:00,14:00:00,00:00:00,NA,88888,2024-10-27,14:19:00,2024-10-27 14:19:00
FA,21756,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,21756,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,6319,2024-10-25,07:22:38,2024-10-25 07:22:38
FA,21756,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,24217,2024-10-29,05:18:27,2024-10-29 05:18:27
FA,21758,2024-10,LAX,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:21,2024-09-19 10:02:21
FA,21758,2024-10,LAX,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,03:00:00,14:00:00,00:00:00,NA,7453,2024-10-25,22:01:22,2024-10-25 22:01:22
FA,21758,2024-10,LAX,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,03:00:00,15:00:00,00:00:00,NA,6319,2024-10-29,07:24:02,2024-10-29 07:24:02
FA,21758,2024-10,LAX,RSV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,03:00:00,15:00:00,00:00:00,NA,6319,2024-10-30,10:33:24,2024-10-30 10:33:24
FA,21758,2024-10,LAX,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,03:00:00,15:00:00,00:00:00,NA,6319,2024-10-30,10:33:24,2024-10-30 10:33:24
FA,21768,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,21768,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,24217,2024-09-28,01:44:32,2024-09-28 01:44:32
FA,21768,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,6319,2024-10-02,09:35:06,2024-10-02 09:35:06
FA,21768,2024-10,HNL,VCB,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,23:00:00,03:48:00,NA,6319,2024-10-02,09:35:06,2024-10-02 09:35:06
FA,21768,2024-10,HNL,VNO,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,12:00:00,23:58:00,00:22:00,NA,25839,2024-10-30,10:20:51,2024-10-30 10:20:51
FA,21768,2024-10,HNL,VCB,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,11:00:00,03:48:00,NA,25839,2024-10-30,10:20:51,2024-10-30 10:20:51
FA,22162,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,22162,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,24217,2024-09-27,23:47:29,2024-09-27 23:47:29
FA,22162,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,09:00:00,21:00:00,00:00:00,NA,23428,2024-10-28,14:09:19,2024-10-28 14:09:19
FA,22162,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,09:00:00,21:00:00,00:00:00,NA,15099,2024-10-29,09:04:02,2024-10-29 09:04:02
FA,22162,2024-10,HNL,ACM,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:00:00,00:00:00,00:00:00,NA,22162,2024-10-31,20:21:25,2024-10-31 20:21:25
FA,22162,2024-10,HNL,ACM,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:00:00,00:00:00,00:00:00,NA,22162,2024-10-31,20:22:25,2024-10-31 20:22:25
FA,22162,2024-10,HNL,ACM,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:00:00,00:00:00,00:00:00,NA,22162,2024-10-31,20:25:42,2024-10-31 20:25:42
FA,22162,2024-10,HNL,ACM,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:00:00,00:00:00,00:00:00,NA,22162,2024-10-31,20:25:45,2024-10-31 20:25:45
FA,22469,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,22469,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,00:00:00,00:00:00,NA,6319,2024-10-26,10:39:39,2024-10-26 10:39:39
FA,22470,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,22470,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,24217,2024-09-28,22:08:47,2024-09-28 22:08:47
FA,22470,2024-10,HNL,N85,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,00:00:00,00:00:00,NA,19260,2024-10-27,16:03:14,2024-10-27 16:03:14
FA,22470,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,19260,2024-10-27,16:03:14,2024-10-27 16:03:14
FA,22471,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,22471,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,24217,2024-09-28,22:06:42,2024-09-28 22:06:42
FA,22471,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,6319,2024-10-10,10:05:54,2024-10-10 10:05:54
FA,22471,2024-10,HNL,RSK,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,23:59:00,00:00:00,00:00:00,NA,6319,2024-10-10,10:05:54,2024-10-10 10:05:54
FA,22472,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,22472,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,24217,2024-09-28,00:15:25,2024-09-28 00:15:25
FA,22472,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,15099,2024-10-28,13:14:05,2024-10-28 13:14:05
FA,22472,2024-10,HNL,N85,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,00:00:00,00:00:00,NA,15099,2024-10-28,13:14:05,2024-10-28 13:14:05
FA,22472,2024-10,HNL,N85,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,12:00:00,00:00:00,NA,7453,2024-10-31,01:33:35,2024-10-31 01:33:35
FA,22474,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,22474,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,7453,2024-09-28,19:42:15,2024-09-28 19:42:15
FA,22474,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,00:00:00,00:00:00,NA,7453,2024-09-28,19:42:15,2024-09-28 19:42:15
FA,22474,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,23428,2024-10-28,16:26:03,2024-10-28 16:26:03
FA,22478,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,22478,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,7453,2024-09-29,23:05:36,2024-09-29 23:05:36
FA,22478,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,23428,2024-10-28,16:09:56,2024-10-28 16:09:56
FA,22478,2024-10,HNL,ACM,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:00:00,00:00:00,00:00:00,NA,22478,2024-10-31,10:08:52,2024-10-31 10:08:52
FA,22482,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,22482,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,7453,2024-09-26,16:48:49,2024-09-26 16:48:49
FA,22482,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,24217,2024-10-19,05:49:33,2024-10-19 05:49:33
FA,22482,2024-10,HNL,GDO,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,00:00:00,00:00:00,NA,24217,2024-10-19,05:49:33,2024-10-19 05:49:33
FA,22484,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,22484,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,00:00:00,00:00:00,NA,15600,2024-09-24,09:01:52,2024-09-24 09:01:52
FA,22486,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,22486,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,7453,2024-10-25,20:52:02,2024-10-25 20:52:02
FA,22486,2024-10,HNL,TBS,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:00:00,00:00:00,00:00:00,NA,7453,2024-10-30,15:44:29,2024-10-30 15:44:29
FA,22486,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,10:19:00,00:00:00,NA,7453,2024-10-30,15:45:06,2024-10-30 15:45:06
FA,22486,2024-10,HNL,ASN,H7072,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,10:20:00,19:35:00,05:33:00,NA,7453,2024-10-30,15:45:06,2024-10-30 15:45:06
FA,22486,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,10:19:00,00:00:00,NA,7453,2024-10-30,15:45:25,2024-10-30 15:45:25
FA,22486,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,10:19:00,00:00:00,NA,7453,2024-10-30,15:46:03,2024-10-30 15:46:03
FA,22486,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,10:19:00,00:00:00,NA,7453,2024-10-30,15:52:36,2024-10-30 15:52:36
FA,22486,2024-10,HNL,SNO,H7072,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,10:20:00,00:00:00,00:00:00,NA,22486,2024-10-30,17:49:53,2024-10-30 17:49:53
FA,22486,2024-10,HNL,ACM,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:00:00,00:00:00,00:00:00,NA,22486,2024-10-31,20:27:40,2024-10-31 20:27:40
FA,22489,2024-10,LAX,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:21,2024-09-19 10:02:21
FA,22489,2024-10,LAX,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,03:00:00,15:00:00,00:00:00,NA,22766,2024-09-28,00:36:40,2024-09-28 00:36:40
FA,22489,2024-10,LAX,ACM,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:00:00,00:00:00,00:00:00,NA,22489,2024-10-31,00:52:40,2024-10-31 00:52:40
FA,22489,2024-10,LAX,ACM,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:00:00,00:00:00,00:00:00,NA,22489,2024-10-31,10:39:19,2024-10-31 10:39:19
FA,22491,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,22491,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,24217,2024-09-28,04:51:08,2024-09-28 04:51:08
FA,22491,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,15099,2024-10-29,09:24:01,2024-10-29 09:24:01
FA,22493,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
FA,22493,2024-10,HNL,RLV,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,7453,2024-10-24,15:30:07,2024-10-24 15:30:07
FA,22493,2024-10,HNL,FLP,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,00:01:00,00:00:00,02:50:00,NA,6319,2024-10-30,12:51:46,2024-10-30 12:51:46
FA,22493,2024-10,HNL,RRD,NA,2024-10-31,2024-10-31,FA,NA,R,C,NA,538976288,02:00:00,14:00:00,00:00:00,NA,6319,2024-10-30,12:51:46,2024-10-30 12:51:46
FA,22637,2024-10,HNL,RLV,RLV,2024-10-31,2024-10-31,FA,NA,R,C,NA,0,00:01:00,00:00:00,00:00:00,NA,8407,2024-09-19,10:02:50,2024-09-19 10:02:50
